$id,event,talent
78,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
79,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
80,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
81,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
82,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
83,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
84,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
85,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
86,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
87,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
88,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
89,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
90,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
91,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
92,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
93,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
94,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
95,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
96,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
97,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
98,"900291*8,900292*8,900293*8,900294*8,900295*8,900296*8,900297*8,900298*8,900299*8,900300*8,900324*8,900325*8,900326*8,900327*8,900328*8,900329*8,900330*8,900331*8,900332*8,900333*8,900334*8,900335*8,900336*8,900337*8,900338*8,900339*8,900340*8,900341*8,900342*8,900343*8,900344*8,900345*8,900301*4,900302*4,900303*4,900304*4,900305*4,900306*4,900307*4,900308*4,900309*4,900310*4,900311*4,900312*4,900313*4,900314*4,900315*4,900316*4,900317*4,900318*4,900319*4,900320*4,900321*4,900322*4,900323*4,900361*4,900362*4,900363*4,900364*4,900365*4,900366*4,900367*4,900368*4,900369*4,900370*4,900371*4,900372*4,900373*4,900374*4,900375*4,900376*4,900377*4,900378*4,900379*4,900380*4,900381*4,900382*4,900383*4,900384*4,900385*4,900386*4,900387*4,900388*4,900389*4,900390*4,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
99,"900301*20,900302*20,900303*20,900304*20,900305*20,900306*20,900307*20,900308*20,900309*20,900310*20,900311*20,900312*20,900313*20,900314*20,900315*20,900316*20,900317*20,900318*20,900319*20,900320*20,900321*20,900322*20,900323*20,900324*20,900325*20,900326*20,900327*20,900328*20,900329*20,900330*20,900331*20,900332*20,900333*20,900334*20,900335*20,900336*20,900337*20,900338*20,900339*20,900340*20,900341*20,900342*20,900343*20,900344*20,900345*20,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
100,"900301*20,900302*20,900303*20,900304*20,900305*20,900306*20,900307*20,900308*20,900309*20,900310*20,900311*20,900312*20,900313*20,900314*20,900315*20,900316*20,900317*20,900318*20,900319*20,900320*20,900321*20,900322*20,900323*20,900324*20,900325*20,900326*20,900327*20,900328*20,900329*20,900330*20,900331*20,900332*20,900333*20,900334*20,900335*20,900336*20,900337*20,900338*20,900339*20,900340*20,900341*20,900342*20,900343*20,900344*20,900345*20,900466*8,900467*8,900468*8,900469*8,900470*8,900471*8,900472*8,900473*8,900474*8,900475*8,900476*8,900477*8,900478*8,900479*8,900480*8",
